respondent_id,segment_true,age_range,gender,country,income_bracket,respondent_role,heritage_connection,items_purchased_12m,items_purchased_12m_raw,buying_channels,product_interests,top_frustration,appeal_score,trust_factors,trust_count,membership_interest,nps_score,max_price_small_piece_usd,max_price_large_piece_usd,authenticity_premium_pct,future_purchases_per_year,main_purchase_blocker,top_wishlist_feature,wants_launch_notification,age_range_ordinal,income_bracket_ordinal,items_purchased_12m_ordinal,membership_interest_ordinal,segment_true_code,channel_Direct_from_artisans_travel,channel_Dont_currently_buy,channel_Galleries_or_exhibitions,channel_Local_boutiques,channel_Online_marketplaces,channel_Other,channel_no_response,interest_Furniture,interest_Home_decor,interest_Jewelry,interest_Pottery_ceramics,interest_Religious_spiritual_items,interest_Textiles_apparel,interest_Wall_art_paintings,interest_no_response,trust_Authentication_certification_per_piece,trust_Named_verified_artisan_profiles,trust_Personal_referral,trust_Recognized_brand_or_press_coverage,trust_Reviews_from_other_collectors,trust_Strong_return_refund_policy,trust_no_response,annual_spending_potential_usd,high_intent_customer,premium_buyer,high_trust_customer
R0845,Diaspora Heritage Buyer,35-44,Female,USA,$25-50K,Retailer or boutique owner,Indian-origin,0,0,Galleries or exhibitions,Textiles & apparel,Authenticity doubts,4,Authentication/certification per piece; Personal referral,2,"Yes, definitely",6,69.0,257.0,43.8,6.0,Price too high,Nothing specific,True,3,2.0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,414.0,1,0,0
R0435,Diaspora Heritage Buyer,35-44,Male,USA,$50-100K,Individual collector,Indian-origin,3-5,3,Direct from artisans/travel,Home decor; Textiles & apparel; Pottery & ceramics; Religious/spiritual items,Authenticity doubts,3,Named verified artisan profiles; Reviews from other collectors,2,No,6,88.0,232.0,45.7,1.0,Price too high,Local pickup or showroom,False,3,3.0,2,0,2,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,88.0,0,0,0
R0154,Global Design & Decor Collector,35-44,Female,UK,$100-200K,Individual collector,"Strong personal interest, not Indian-origin",3-5,4,Online marketplaces,Wall art & paintings,No provenance story,4,Personal referral,1,"Yes, definitely",5,202.0,1034.0,48.55,3.0,Trust/authenticity doubts,Sustainability certification,True,3,4.0,2,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,606.0,1,1,0
R0076,Conscious Luxury Consumer,25-34,Male,UK,Prefer not to say,Individual collector,"Strong personal interest, not Indian-origin",1-2,1,Online marketplaces; Galleries or exhibitions,Textiles & apparel,Authenticity doubts,3,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Strong return/refund policy,4,Possibly,4,61.0,164.0,49.5,5.0,Not enough need/interest,Video story of the artisan,True,2,3.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,305.0,0,0,0
R0731,Diaspora Heritage Buyer,25-34,Male,USA,$25-50K,Individual collector,Indian-origin,1-2,2,Online marketplaces,Home decor; Textiles & apparel; Religious/spiritual items,No provenance story,1,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors,3,No,6,76.0,433.0,47.7,4.0,Price too high,Faster shipping,False,2,2.0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,304.0,0,0,0
R0447,Collectors Circle Prospect,45-54,Female,UAE,$200K+,Individual collector,Indian-origin,6+,6,Local boutiques; Online marketplaces,Home decor; Textiles & apparel; Wall art & paintings; Furniture,Authenticity doubts,5,Authentication/certification per piece; Reviews from other collectors,2,"Yes, definitely",6,368.5,1505.0,57.2,2.0,Price too high,Nothing specific,True,4,5.0,3,2,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,737.0,0,1,0
R0189,Global Design & Decor Collector,45-54,Female,UAE,$50-100K,Interior designer or architect,Indian-origin,3-5,4,Other,Home decor; Textiles & apparel,Pricing trust concerns,4,Authentication/certification per piece; Named verified artisan profiles; Recognized brand or press coverage; Personal referral,4,Possibly,5,122.0,608.0,64.2,3.0,Trust/authenticity doubts,Sustainability certification,False,4,3.0,2,1,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,366.0,1,0,0
R0272,Gifting & Corporate Buyer,25-34,Female,Singapore,$50-100K,Corporate gifting buyer,Indian-origin,0,0,Online marketplaces,Pottery & ceramics,Inconsistent quality,3,Reviews from other collectors; Strong return/refund policy,2,Possibly,6,51.0,392.0,36.8,3.0,Shipping/customs concerns,Financing/installment options,False,2,3.0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,153.0,0,0,0
R0237,Diaspora Heritage Buyer,25-34,Prefer not to say,USA,$50-100K,Individual collector,Indian-origin,1-2,1,Galleries or exhibitions,Textiles & apparel; Jewelry,No provenance story,3,Reviews from other collectors; Strong return/refund policy; Personal referral,3,"Yes, definitely",6,48.0,220.0,52.8,4.0,Price too high,Financing/installment options,True,2,3.0,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,192.0,0,0,0
R0488,Diaspora Heritage Buyer,35-44,Female,UAE,$50-100K,Gift buyer (personal),Indian-origin,1-2,1,Local boutiques; Online marketplaces,Home decor; Jewelry; Religious/spiritual items,Authenticity doubts,3,Authentication/certification per piece; Strong return/refund policy; Recognized brand or press coverage,3,Possibly,2,44.0,82.0,67.5,2.0,Price too high,Video story of the artisan,True,3,3.0,1,1,2,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,88.0,0,0,0
R0118,Diaspora Heritage Buyer,35-44,Male,USA,$25-50K,Individual collector,"Strong personal interest, not Indian-origin",3-5,4,Online marketplaces; Direct from artisans/travel,Home decor; Jewelry,Inconsistent quality,4,Authentication/certification per piece; Named verified artisan profiles,2,"Yes, definitely",5,78.0,294.0,40.5,2.0,Price too high,Financing/installment options,False,3,2.0,2,2,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,156.0,0,0,0
R0944,Gifting & Corporate Buyer,35-44,Male,USA,$50-100K,Corporate gifting buyer,Professional interest (design/retail),1-2,2,Online marketplaces; Direct from artisans/travel,Jewelry; Pottery & ceramics,Inconsistent quality,2,Recognized brand or press coverage,1,No,1,368.5,1505.0,21.9,1.0,Price too high,Sustainability certification,True,3,3.0,1,0,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,368.5,0,0,0
R0513,Collectors Circle Prospect,35-44,Male,UAE,$200K+,Retailer or boutique owner,Indian-origin,6+,7,Don't currently buy,Textiles & apparel; Jewelry; Wall art & paintings; Furniture; Pottery & ceramics,Pricing trust concerns,5,Authentication/certification per piece; Named verified artisan profiles; Personal referral,3,"Yes, definitely",10,368.5,1505.0,56.1,6.0,Price too high,Financing/installment options,True,3,5.0,3,2,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,2211.0,1,1,1
R0826,Collectors Circle Prospect,45-54,Male,USA,$200K+,Individual collector,Indian-origin,1-2,2,Online marketplaces; Direct from artisans/travel,Textiles & apparel; Jewelry; Wall art & paintings; Pottery & ceramics,Shipping/customs issues,5,Personal referral,1,"Yes, definitely",7,368.5,1505.0,31.4,4.0,Shipping/customs concerns,Local pickup or showroom,True,4,5.0,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1474.0,1,1,0
R0592,Conscious Luxury Consumer,55+,Female,Germany,$25-50K,Individual collector,"Strong personal interest, not Indian-origin",1-2,1,Local boutiques; Online marketplaces; Direct from artisans/travel,Textiles & apparel; Jewelry,Other/none,3,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Recognized brand or press coverage; Personal referral,5,No,2,83.0,187.0,69.3,0.0,Shipping/customs concerns,Sustainability certification,False,5,2.0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0.0,0,0,0
R0127,Gifting & Corporate Buyer,35-44,Female,Singapore,$50-100K,Corporate gifting buyer,"Strong personal interest, not Indian-origin",0,0,Online marketplaces; Galleries or exhibitions,Home decor,Authenticity doubts,3,Reviews from other collectors; Strong return/refund policy,2,Possibly,2,44.0,30.0,31.3,3.0,No major concerns,Video story of the artisan,True,3,3.0,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,132.0,0,0,0
R0117,Gifting & Corporate Buyer,35-44,Male,India,$50-100K,Gift buyer (personal),Indian-origin,1-2,1,Local boutiques,Home decor; Textiles & apparel; Jewelry; Pottery & ceramics,Inconsistent quality,2,Named verified artisan profiles; Strong return/refund policy,2,No,1,61.0,363.0,36.6,1.0,Shipping/customs concerns,Sustainability certification,False,3,3.0,1,0,3,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,61.0,0,0,0
R0474,Collectors Circle Prospect,55+,Male,USA,$200K+,Individual collector,"Strong personal interest, not Indian-origin",3-5,5,Online marketplaces; Galleries or exhibitions,Textiles & apparel; Wall art & paintings; Pottery & ceramics,Authenticity doubts,4,Recognized brand or press coverage; Personal referral,2,"Yes, definitely",8,368.5,1505.0,56.9,4.0,Trust/authenticity doubts,Sustainability certification,True,5,5.0,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1474.0,1,1,0
R0694,Diaspora Heritage Buyer,35-44,Male,UAE,$25-50K,Individual collector,Indian-origin,1-2,1,Galleries or exhibitions,Religious/spiritual items,No provenance story,3,Authentication/certification per piece; Named verified artisan profiles; Strong return/refund policy,3,Possibly,6,76.0,123.0,53.4,4.0,Trust/authenticity doubts,Nothing specific,True,3,2.0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,304.0,0,0,0
R0058,Diaspora Heritage Buyer,35-44,Other,USA,$50-100K,Retailer or boutique owner,Indian-origin,0,0,Online marketplaces,Textiles & apparel; Jewelry; Pottery & ceramics; Religious/spiritual items,No provenance story,4,Named verified artisan profiles; Reviews from other collectors; Strong return/refund policy; Personal referral,4,"Yes, definitely",6,110.0,634.0,82.3,4.0,Shipping/customs concerns,Video story of the artisan,True,3,3.0,0,2,2,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,440.0,1,0,0
R0864,Global Design & Decor Collector,25-34,Female,USA,$50-100K,Interior designer or architect,"Strong personal interest, not Indian-origin",3-5,4,Direct from artisans/travel,Wall art & paintings; Furniture,No provenance story,3,Named verified artisan profiles; Reviews from other collectors,2,"Yes, definitely",6,128.0,440.0,48.55,4.0,Not enough need/interest,Local pickup or showroom,True,2,3.0,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,512.0,0,0,0
R0913,Conscious Luxury Consumer,25-34,Female,USA,$25-50K,Individual collector,"Strong personal interest, not Indian-origin",1-2,1,Local boutiques,Pottery & ceramics,Inconsistent quality,3,Authentication/certification per piece; Named verified artisan profiles; Strong return/refund policy,3,Possibly,5,34.0,135.0,74.4,3.0,Shipping/customs concerns,Video story of the artisan,False,2,2.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,102.0,0,0,0
R0370,Diaspora Heritage Buyer,35-44,Female,Australia,$50-100K,Individual collector,Indian-origin,3-5,3,Galleries or exhibitions,Home decor; Textiles & apparel; Pottery & ceramics,Authenticity doubts,4,Named verified artisan profiles; Strong return/refund policy; Recognized brand or press coverage,3,Possibly,7,85.0,419.0,55.3,4.0,Not enough need/interest,Financing/installment options,True,3,3.0,2,1,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,340.0,1,0,0
R0269,Global Design & Decor Collector,35-44,Male,USA,$100-200K,Interior designer or architect,No particular connection,3-5,4,Galleries or exhibitions,Home decor; Textiles & apparel; Jewelry; Furniture; Pottery & ceramics,Pricing trust concerns,5,Authentication/certification per piece; Named verified artisan profiles; Strong return/refund policy,3,"Yes, definitely",8,368.5,1505.0,51.6,1.0,Price too high,Financing/installment options,False,3,4.0,2,2,4,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,368.5,0,1,0
R0047,Global Design & Decor Collector,35-44,Female,Italy,$100-200K,Individual collector,"Strong personal interest, not Indian-origin",6+,8,Galleries or exhibitions,Home decor; Wall art & paintings; Furniture; Pottery & ceramics,Other/none,4,Authentication/certification per piece; Named verified artisan profiles,2,"Yes, definitely",6,195.0,743.0,58.1,2.0,Price too high,Faster shipping,False,3,4.0,3,2,4,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,390.0,0,1,0
R0350,Conscious Luxury Consumer,25-34,Male,Netherlands,Under $25K,Gift buyer (personal),No particular connection,1-2,1,Online marketplaces; Direct from artisans/travel,Textiles & apparel; Jewelry,Inconsistent quality,3,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Strong return/refund policy,4,Possibly,5,29.0,141.0,54.7,4.0,Shipping/customs concerns,Video story of the artisan,True,2,1.0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,116.0,0,0,0
R0196,Global Design & Decor Collector,45-54,Female,UK,$50-100K,Interior designer or architect,No particular connection,6+,6,Galleries or exhibitions,Textiles & apparel; Furniture; Pottery & ceramics,Shipping/customs issues,2,Authentication/certification per piece; Strong return/refund policy; Recognized brand or press coverage; Personal referral,4,Possibly,7,302.0,834.0,78.8,3.0,Price too high,Financing/installment options,True,4,3.0,3,1,4,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,906.0,0,0,0
R1000,Global Design & Decor Collector,35-44,Female,UK,$100-200K,Interior designer or architect,No particular connection,1-2,1,Local boutiques; Online marketplaces,Home decor; Wall art & paintings; Furniture; Religious/spiritual items,No provenance story,5,Named verified artisan profiles,1,Possibly,8,326.0,1505.0,38.6,6.0,Shipping/customs concerns,Financing/installment options,False,3,4.0,1,1,4,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1956.0,1,1,0
R0835,Global Design & Decor Collector,18-24,Male,UAE,$100-200K,Individual collector,No particular connection,1-2,1,Direct from artisans/travel,Home decor; Jewelry; Wall art & paintings; Furniture; Pottery & ceramics,Shipping/customs issues,3,Authentication/certification per piece; Personal referral,2,"Yes, definitely",4,211.0,1076.0,44.8,4.0,Price too high,Video story of the artisan,True,1,4.0,1,2,4,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,844.0,0,1,0
R0737,Global Design & Decor Collector,45-54,Male,USA,Prefer not to say,Individual collector,Professional interest (design/retail),6+,7,Online marketplaces,Jewelry,Shipping/customs issues,4,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Strong return/refund policy; Personal referral,5,"Yes, definitely",6,254.0,1011.0,66.0,1.0,Price too high,Financing/installment options,False,4,3.0,3,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,254.0,0,0,0
R0264,Global Design & Decor Collector,35-44,Female,Germany,$200K+,Interior designer or architect,Professional interest (design/retail),6+,6,Local boutiques; Online marketplaces,Home decor; Textiles & apparel; Wall art & paintings; Furniture; Pottery & ceramics,Pricing trust concerns,5,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors,3,"Yes, definitely",9,368.5,1505.0,64.0,6.0,Not enough need/interest,Video story of the artisan,True,3,5.0,3,2,4,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,2211.0,1,1,1
R0444,Global Design & Decor Collector,25-34,Female,Italy,$100-200K,Interior designer or architect,Professional interest (design/retail),3-5,5,Local boutiques; Online marketplaces; Direct from artisans/travel; Galleries or exhibitions,Wall art & paintings,Pricing trust concerns,4,Named verified artisan profiles; Strong return/refund policy,2,"Yes, definitely",9,160.0,363.0,73.3,1.0,Trust/authenticity doubts,Financing/installment options,True,2,4.0,2,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,160.0,0,0,1
R0676,Collectors Circle Prospect,45-54,Male,USA,$200K+,Retailer or boutique owner,Indian-origin,6+,8,Online marketplaces,Home decor; Textiles & apparel; Wall art & paintings; Pottery & ceramics,Inconsistent quality,4,Authentication/certification per piece; Reviews from other collectors; Strong return/refund policy; Personal referral,4,"Yes, definitely",5,295.0,363.0,62.8,1.0,No major concerns,Nothing specific,True,4,5.0,3,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,295.0,0,1,0
R0305,Conscious Luxury Consumer,45-54,Male,Germany,$25-50K,Individual collector,"Strong personal interest, not Indian-origin",0,0,Local boutiques,Home decor; Textiles & apparel; Jewelry,Authenticity doubts,3,Authentication/certification per piece; Named verified artisan profiles; Personal referral,3,No,6,39.0,363.0,61.7,0.0,Price too high,Video story of the artisan,True,4,2.0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0.0,0,0,0
R0342,Global Design & Decor Collector,35-44,Male,UAE,$100-200K,Individual collector,"Strong personal interest, not Indian-origin",3-5,3,Online marketplaces; Galleries or exhibitions,Home decor; Wall art & paintings; Pottery & ceramics,Inconsistent quality,5,Authentication/certification per piece; Strong return/refund policy; Personal referral,3,"Yes, definitely",8,155.0,509.0,60.5,6.0,Trust/authenticity doubts,Local pickup or showroom,False,3,4.0,2,2,4,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,930.0,1,0,0
R0967,Conscious Luxury Consumer,25-34,Male,USA,$25-50K,Individual collector,No particular connection,3-5,5,Online marketplaces,Home decor; Textiles & apparel; Furniture,Other/none,4,Named verified artisan profiles; Strong return/refund policy,2,"Yes, definitely",7,83.0,86.0,48.55,2.0,Not enough need/interest,Sustainability certification,True,2,2.0,2,2,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,166.0,0,0,0
R0150,Diaspora Heritage Buyer,45-54,Female,USA,$50-100K,Individual collector,Indian-origin,0,0,Local boutiques; Galleries or exhibitions,Textiles & apparel; Religious/spiritual items,Authenticity doubts,2,Authentication/certification per piece; Reviews from other collectors; Personal referral,3,Possibly,4,37.0,116.0,49.7,0.0,Shipping/customs concerns,Faster shipping,True,4,3.0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0.0,0,0,0
R0125,Diaspora Heritage Buyer,25-34,Female,USA,$50-100K,Individual collector,Indian-origin,1-2,1,Direct from artisans/travel,Home decor; Textiles & apparel,Shipping/customs issues,4,Authentication/certification per piece; Named verified artisan profiles; Personal referral,3,Possibly,7,103.0,105.0,52.1,2.0,Not enough need/interest,Sustainability certification,False,2,3.0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,206.0,0,0,0
R0787,Conscious Luxury Consumer,18-24,Female,USA,Under $25K,Individual collector,"Strong personal interest, not Indian-origin",0,0,Direct from artisans/travel,Textiles & apparel; Jewelry; Pottery & ceramics,Inconsistent quality,3,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Recognized brand or press coverage; Personal referral,5,Possibly,3,30.0,73.0,63.0,1.0,Shipping/customs concerns,Faster shipping,True,1,1.0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,30.0,0,0,0
R0051,Collectors Circle Prospect,35-44,Female,Singapore,$100-200K,Individual collector,Indian-origin,1-2,2,Direct from artisans/travel,Textiles & apparel; Furniture; Pottery & ceramics,Pricing trust concerns,5,Reviews from other collectors; Personal referral,2,"Yes, definitely",7,295.0,959.0,52.1,1.0,Price too high,Sustainability certification,True,3,4.0,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,295.0,0,1,0
R0354,Diaspora Heritage Buyer,25-34,Female,USA,Prefer not to say,Individual collector,Indian-origin,1-2,1,Online marketplaces,Textiles & apparel; Jewelry,No provenance story,4,Named verified artisan profiles; Reviews from other collectors,2,Possibly,5,40.0,83.0,46.3,3.0,Trust/authenticity doubts,Faster shipping,True,2,3.0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,120.0,1,0,0
R0928,Conscious Luxury Consumer,18-24,Male,Canada,$25-50K,Gift buyer (personal),No particular connection,1-2,1,Online marketplaces,Home decor; Textiles & apparel; Jewelry; Wall art & paintings,Inconsistent quality,2,Authentication/certification per piece; Reviews from other collectors,2,No,1,52.0,118.0,34.7,1.0,Trust/authenticity doubts,Sustainability certification,True,1,2.0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,52.0,0,0,0
R0143,Global Design & Decor Collector,35-44,Male,USA,$100-200K,Individual collector,Professional interest (design/retail),3-5,4,Local boutiques; Online marketplaces; Direct from artisans/travel; Galleries or exhibitions,Home decor; Jewelry; Furniture; Pottery & ceramics,Shipping/customs issues,4,Authentication/certification per piece; Named verified artisan profiles; Strong return/refund policy; Recognized brand or press coverage,4,"Yes, definitely",7,310.0,1505.0,53.5,2.0,Price too high,Nothing specific,True,3,4.0,2,2,4,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,620.0,0,1,0
